City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
357,karratha,-20.7377,116.8463,19.57,43,13,5.13,AU,1719274411
358,walvis bay,-22.9575,14.5053,20.21,31,44,4.2,NA,1719274412
359,mount pearl,47.5166,-52.7813,15.25,97,100,4.02,CA,1719274414
360,puerto baquerizo moreno,-0.9,-89.6,21.46,84,65,4.56,EC,1719274415
361,minden,52.2833,8.9167,18.88,86,9,1.44,DE,1719274416
362,bochum,51.4833,7.2167,20.28,79,2,1.61,DE,1719274418
363,micheweni,-4.9667,39.8333,24.2,79,45,6.41,TZ,1719274419
364,georgetown,5.4112,100.3354,26.58,83,99,2.23,MY,1719274417
365,brokopondo,4.75,-55.1667,26.02,84,100,4.49,SR,1719274422
366,eirunepe,-6.6603,-69.8736,27.21,66,84,1.07,BR,1719274423
367,el calafate,-50.3408,-72.2768,-4.5,67,66,0.45,AR,1719274315
368,redencao,-4.2258,-38.7306,22.1,95,31,0.96,BR,1719274426
369,nagqu,31.5,92.0,7.0,75,81,1.16,CN,1719274237
370,verkhotur'ye,58.8627,60.8054,14.54,98,83,1.63,RU,1719274429
371,emerald,-23.5333,148.1667,16.86,56,0,5.77,AU,1719274430
372,pokhara,28.2333,83.9833,22.83,85,82,0.64,NP,1719274411
373,mossendjo,-2.9506,12.7261,19.55,98,50,0.35,CG,1719274433
374,iskateley,67.6803,53.1512,5.42,95,100,8.07,RU,1719274434
375,urucara,-2.5364,-57.76,26.2,70,93,0.27,BR,1719274435
376,bukama,-9.2,25.85,18.02,43,22,1.12,CD,1719274437
377,magadan,59.5667,150.8,10.18,86,64,2.92,RU,1719274438
378,palmital,-22.7889,-50.2175,23.38,46,8,3.05,BR,1719274440
379,dolores,-36.3132,-57.6792,5.64,85,87,3.07,AR,1719274264
380,sheregesh,52.9209,87.9869,19.39,76,4,1.34,RU,1719274442
381,chengde,40.9725,117.9361,23.61,35,5,0.8,CN,1719274444
382,gwanda,-20.9333,29.0,13.06,90,100,1.58,ZW,1719274445
383,san patricio,28.017,-97.5169,32.14,65,51,4.63,US,1719274446
384,bandarbeyla,9.4942,50.8122,27.64,61,76,12.79,SO,1719274448
385,igarka,67.4667,86.5833,20.22,64,59,4.25,RU,1719274449
386,gamay,12.3854,125.2979,26.58,92,100,1.47,PH,1719274451
387,rinteln,52.186,9.0792,18.79,86,0,0.45,DE,1719274452
388,kostomuksha,64.571,30.5767,10.27,82,98,3.07,RU,1719274453
389,ngorongoro,-3.2397,35.4875,7.32,80,19,3.22,TZ,1719274455
390,constitucion,-35.3333,-72.4167,7.3,78,1,2.44,CL,1719274456
391,pangoa,-12.1167,-73.0,24.31,78,74,0.79,PE,1719274457
392,mersrags,57.3354,23.1246,14.73,81,29,3.43,LV,1719274459
393,aketi,2.7388,23.7833,21.62,97,81,0.69,CD,1719274460
394,sosnovka,56.255,51.2842,8.23,75,99,4.71,RU,1719274330
395,araguaina,-7.1911,-48.2072,23.85,64,47,1.39,BR,1719274463
396,manokwari,-0.8667,134.0833,26.63,79,100,0.88,ID,1719274464
397,belomorsk,64.5232,34.7668,11.24,95,34,2.32,RU,1719274466
398,pontian kechil,1.4866,103.3896,29.54,87,43,1.79,MY,1719274467
399,irving,32.814,-96.9489,36.54,53,5,5.4,US,1719274365
400,gunnison,38.7,-107.0673,24.33,29,74,3.02,US,1719274470
401,fuerte olimpo,-21.0415,-57.8738,19.96,76,90,3.61,PY,1719274471
402,mhamid,29.82,-5.72,32.75,9,0,2.82,MA,1719274473
403,loukhi,66.0764,33.0381,11.48,91,86,1.38,RU,1719274474
404,mios,44.6049,-0.9333,18.58,95,0,1.61,FR,1719274475
405,utrik,11.2278,169.8474,28.08,77,44,8.43,MH,1719274477
406,xianyang,34.3378,108.7026,27.12,32,0,4.08,CN,1719274478
407,verkhnevilyuysk,63.4453,120.3167,22.64,56,63,2.63,RU,1719274479
408,williams lake,52.1415,-122.1445,17.45,44,89,1.42,CA,1719274204
409,gordonvale,-17.0936,145.7842,26.06,77,74,2.01,AU,1719274482
410,usinsk,65.9939,57.5281,11.41,91,100,7.97,RU,1719274484
411,woolgoolga,-30.1106,153.2007,16.72,67,1,2.68,AU,1719274485
412,ixtlan del rio,21.0333,-104.3667,24.3,81,100,2.79,MX,1719274486
413,chernomorskoye,45.5039,32.6997,22.15,72,8,7.92,UA,1719274488
414,burela de cabo,43.65,-7.4,17.79,95,45,2.36,ES,1719274489
415,lucea,18.451,-78.1736,29.36,79,93,2.48,JM,1719274490
416,humaita,-7.5061,-63.0208,28.4,46,35,1.39,BR,1719274342
417,shimoda,34.6667,138.95,26.72,77,67,7.21,JP,1719274493
418,velikiy ustyug,60.7644,46.3106,5.25,93,85,2.86,RU,1719274495
419,chibougamau,49.9168,-74.3659,19.54,50,4,2.72,CA,1719274496
420,nadi,-17.8,177.4167,28.27,55,69,2.09,FJ,1719274498
421,bubaque,11.2833,-15.8333,27.25,82,92,3.83,GW,1719274500
422,fisterra,42.9049,-9.2629,18.9,92,35,8.13,ES,1719274501
423,umm kaddadah,13.6017,26.6876,30.28,41,70,6.02,SD,1719274502
424,camarinas,43.1311,-9.1817,18.99,93,59,7.36,ES,1719274504
425,shkoder,42.0683,19.5126,22.75,90,1,1.48,AL,1719274270
426,alofi,-19.0595,-169.9187,23.52,66,99,8.58,NU,1719274507
427,giyani,-23.3025,30.7187,17.39,69,99,1.78,ZA,1719274508
428,cidade velha,14.9167,-23.6167,22.72,81,48,1.75,CV,1719274509
429,tateyama,34.9833,139.8667,24.86,87,72,5.9,JP,1719274511
430,bodo,67.28,14.405,10.53,94,100,1.79,NO,1719274512
431,carnot,4.9409,15.8665,21.02,97,93,0.78,CF,1719274514
432,arkalyk,50.2486,66.9114,16.66,65,74,7.65,KZ,1719274515
433,hudiksvall,61.729,17.1036,12.92,73,15,1.6,SE,1719274516
434,akureyri,65.6835,-18.0878,8.55,75,63,4.52,IS,1719274518
435,gamba,-2.65,10.0,21.33,94,66,1.91,GA,1719274519
436,tra mhor,52.1624,-7.1524,15.66,81,96,1.34,IE,1719274520
437,port macquarie,-31.4333,152.9167,16.61,71,13,0.89,AU,1719274522
438,obudu,6.6674,9.1716,23.1,96,99,1.31,NG,1719274523
439,prata,-19.3072,-48.9242,21.38,44,0,1.21,BR,1719274526
440,genhe,50.7833,121.5167,24.46,40,17,1.52,CN,1719274527
441,kaset sombun,16.2805,101.9542,25.08,92,100,1.35,TH,1719274529
442,souillac,-20.5167,57.5167,20.19,80,40,6.49,MU,1719274530
443,yazman,29.1212,71.7446,35.04,24,0,3.3,PK,1719274531
444,yemva,62.59,50.8594,8.45,89,88,4.3,RU,1719274533
445,pointe-du-lac,46.2869,-72.6845,20.44,77,53,1.56,CA,1719274534
446,berdigestyakh,62.0989,126.6992,23.8,44,57,4.7,RU,1719274535
447,leava,-14.3,-178.1667,27.32,67,100,7.73,WF,1719274511
448,santa ana,33.7456,-117.8678,36.7,40,0,3.58,US,1719274489
449,aleg,17.0481,-13.9209,32.01,36,1,8.32,MR,1719274540
450,menongue,-14.6585,17.691,9.47,67,1,1.93,AO,1719274541
451,ketchikan,55.3422,-131.6461,15.75,81,100,1.98,US,1719274542
452,debre werk',10.6667,38.1667,13.91,78,82,1.16,ET,1719274544
453,nar'yan-mar,67.6713,53.087,5.45,95,100,8.07,RU,1719274545
454,chunskiy,56.0815,99.6342,14.28,80,65,0.85,RU,1719274546
455,jeremoabo,-10.075,-38.4808,20.05,96,66,2.0,BR,1719274548
456,carnarvon,-24.8667,113.6333,15.58,48,0,4.43,AU,1719274549
457,alesund,62.4723,6.1549,15.05,79,29,0.72,NO,1719274550
458,petrozavodsk,61.7849,34.3469,10.94,98,15,2.37,RU,1719274552
459,trairi,-3.2778,-39.2689,24.56,86,19,3.27,BR,1719274336
460,mocimboa,-11.3167,40.35,22.75,75,56,4.26,MZ,1719274556
461,dhar,22.6,75.3,25.1,86,92,2.24,IN,1719274557
462,ploneour-lanvern,47.9,-4.2833,18.65,86,86,3.43,FR,1719274559
463,farasan,16.7022,42.1183,31.59,72,70,2.52,SA,1719274560
464,aubigny-sur-nere,47.4882,2.439,14.49,85,0,3.38,FR,1719274561
465,waupun,43.6333,-88.7296,27.22,83,47,3.94,US,1719274563
466,fortaleza,-3.7227,-38.5247,25.68,84,22,3.84,BR,1719274360
467,vila velha,-20.3297,-40.2925,23.97,75,1,4.18,BR,1719274566
468,namie,37.4833,141.0,28.73,73,82,0.45,JP,1719274567
469,ishigaki,24.3448,124.1572,29.07,78,12,8.1,JP,1719274568
470,phan rang-thap cham,11.5667,108.9833,26.74,73,100,0.6,VN,1719274571
471,oak harbor,48.2932,-122.6432,22.28,77,16,4.92,US,1719274561
472,mel'nikovo,56.5558,84.085,21.17,86,35,1.22,RU,1719274574
473,machico,32.7,-16.7667,21.11,91,0,6.67,PT,1719274575
474,am timan,11.0297,20.2827,23.35,72,83,4.25,TD,1719274577
475,lospalos,-8.5186,127.0025,22.46,83,98,3.86,TL,1719274578
476,marsabit,2.3284,37.9899,16.18,72,57,8.48,KE,1719274579
477,codrington,-38.2667,141.9667,10.99,65,83,7.62,AU,1719274581
478,afega,-13.7973,-171.8531,26.78,69,90,9.18,WS,1719274582
479,fernie,49.5,-115.0687,22.27,25,7,6.44,CA,1719274504
480,mbekenyera,-10.0,38.9833,19.62,72,6,2.83,TZ,1719274585
481,kotabumi,-4.8333,104.9,24.35,92,50,0.68,ID,1719274586
482,trondheim,63.4305,10.3951,13.88,80,85,0.08,NO,1719274497
483,oneonta,42.4529,-75.0638,20.45,93,83,3.73,US,1719274584
484,kareli,22.9167,79.0667,29.8,65,53,1.83,IN,1719274592
485,forster,-32.1667,152.5167,16.83,71,1,2.06,AU,1719274593
486,smithers,54.7804,-127.1743,14.14,65,100,2.42,CA,1719274594
487,nova vicosa,-17.8919,-39.3719,22.97,87,2,3.15,BR,1719274597
488,crucecita,-28.95,-58.9833,11.87,59,100,5.9,AR,1719274600
489,la punta,-33.1837,-66.3127,4.88,64,98,2.44,AR,1719274601
490,tobati,-25.25,-57.0667,16.6,97,100,3.56,PY,1719274603
491,palikir - national government center,6.9248,158.1611,27.96,81,69,8.08,FM,1719274604
492,timmins,48.4669,-81.3331,22.59,59,30,2.38,CA,1719274447
493,papao,-17.75,-149.55,23.81,72,93,8.31,PF,1719274607
494,aleksandrov gay,50.147,48.5704,17.44,72,72,2.49,RU,1719274608
495,teknaf,20.8624,92.3058,27.08,89,91,2.25,BD,1719274511
496,tazacorte,28.629,-17.9293,20.08,91,0,0.89,ES,1719274611
497,mindelo,16.8901,-24.9804,22.57,78,49,7.54,CV,1719274612
498,yuanping,38.7153,112.7575,20.81,36,39,0.67,CN,1719274614
499,ar ruways,24.1103,52.7306,34.47,42,6,5.1,AE,1719274615
500,kapa'a,22.0752,-159.319,26.77,76,84,4.02,US,1719274616
501,aykhal,66.0,111.5,22.85,39,58,7.81,RU,1719274618
502,harbin,45.75,126.65,18.24,74,34,2.51,CN,1719274619
503,mariental,-24.6333,17.9667,11.72,45,2,4.99,NA,1719274620
504,lobujya,27.95,86.8167,3.17,79,97,1.22,NP,1719274622
505,altai,46.3722,96.2583,14.98,60,99,5.12,MN,1719274623
506,musanze,-1.4998,29.635,11.64,94,0,0.93,RW,1719274624
507,chaplynka,46.3651,33.5403,18.76,68,65,3.75,UA,1719274626
508,i-n-salah,27.1935,2.4607,36.28,7,0,3.69,DZ,1719274627
509,klyuchi,52.2667,79.1667,22.52,72,97,1.32,RU,1719274629
510,borgarnes,64.5383,-21.9206,8.78,91,100,3.16,IS,1719274630
511,mogadishu,2.0371,45.3438,25.09,84,75,8.53,SO,1719274631
512,singkawang,0.9,109.0,25.68,83,39,1.52,ID,1719274633
513,quelimane,-17.8786,36.8883,19.42,91,40,2.12,MZ,1719274634
514,kyren,51.6828,102.1408,17.2,81,4,0.52,RU,1719274635
515,kaduy,59.2,37.15,10.04,89,69,2.41,RU,1719274637
516,santa terezinha,-29.9002,-50.0904,13.87,72,82,5.02,BR,1719274638
517,katabu,-4.9333,122.5167,25.18,89,79,1.0,ID,1719274639
518,son la,21.3167,103.9,22.3,97,100,0.48,VN,1719274641
519,boden,65.8252,21.6886,11.58,75,100,1.86,SE,1719274642
520,banfora,10.6333,-4.7667,25.86,80,100,0.94,BF,1719274644
521,murghob,38.1702,73.9667,7.58,59,21,1.11,TJ,1719274645
522,coquimbo,-29.9533,-71.3436,11.1,75,8,3.93,CL,1719274646
523,virginia beach,36.8529,-75.978,28.36,73,74,0.89,US,1719274617
524,island harbour,50.724,-1.2758,16.37,91,6,0.58,GB,1719274649
525,hauterive,46.0901,3.4459,19.31,95,1,0.62,FR,1719274650
526,andergrove,-21.0833,149.1833,24.25,71,65,2.79,AU,1719274652
527,bowen,-20.0167,148.2333,21.11,74,64,5.13,AU,1719274653
528,baie-saint-paul,47.4411,-70.4986,22.81,82,65,1.85,CA,1719274655
529,longonjo,-12.9067,15.2533,12.67,51,0,1.95,AO,1719274656
530,wangqing,43.3218,129.7634,12.78,99,100,0.64,CN,1719274657
531,nizhneangarsk,55.7833,109.55,10.17,93,91,1.27,RU,1719274659
532,sarupathar,26.1984,93.8094,24.99,98,100,0.51,IN,1719274660
533,saint-joseph,-21.3667,55.6167,16.17,81,24,6.46,RE,1719274514
534,rio grande,-32.035,-52.0986,11.08,70,71,7.43,BR,1719274542
535,sur,22.5667,59.5289,32.76,52,83,3.19,OM,1719274664
536,imbituba,-28.24,-48.6703,14.03,85,100,4.94,BR,1719274665
537,piat,17.7905,121.478,25.47,92,100,1.14,PH,1719274667
538,pointe-noire,-4.7761,11.8635,21.87,95,54,1.68,CG,1719274668
539,shantobe,52.4581,68.1839,14.85,75,72,7.14,KZ,1719274669
540,acapulco de juarez,16.8634,-99.8901,25.33,82,100,2.27,MX,1719274509
541,briviesca,42.5499,-3.3232,12.49,86,0,0.89,ES,1719274672
542,sampit,-2.5333,112.95,23.99,92,58,0.76,ID,1719274674
543,kampene,-3.6,26.6667,19.61,58,18,1.1,CD,1719274678
544,broome,42.2506,-75.833,21.29,64,12,1.79,US,1719274679
545,jiazi,22.8779,116.067,28.56,80,100,3.12,CN,1719274681
546,tarfaya,27.9358,-12.9218,19.69,82,84,7.59,MA,1719274682
547,mpika,-11.8343,31.4529,8.26,93,2,1.86,ZM,1719274685
548,mirpur sakro,24.5474,67.6277,29.03,79,100,5.93,PK,1719274686
549,kayes,14.0,-11.0,30.99,35,91,1.77,ML,1719274687
550,la sarre,48.8002,-79.1996,20.43,70,39,3.34,CA,1719274586
551,cox's bazar,21.4532,91.9798,27.14,88,100,2.4,BD,1719274692
552,serowe,-22.3833,26.7167,13.26,79,95,2.67,BW,1719274693
553,yelizovo,53.1873,158.3805,14.66,70,37,1.65,RU,1719274695
554,mount darwin,-16.7725,31.5838,14.1,78,54,2.1,ZW,1719274696
555,portland,45.5234,-122.6762,26.4,45,0,1.79,US,1719274548
556,zhanibek,49.4167,46.85,15.89,88,48,1.39,KZ,1719274699
557,beloyarskiy,63.7119,66.6722,18.02,96,99,2.14,RU,1719274700
558,sirte,31.2089,16.5887,26.15,63,0,6.9,LY,1719274701
559,ujae,8.9322,165.7642,26.47,87,100,7.15,MH,1719274703
560,saint ann's bay,18.4358,-77.201,27.89,83,86,6.38,JM,1719274704
561,otofuke,42.9917,143.2003,17.83,88,99,1.35,JP,1719274705
562,butembo,0.15,29.2833,13.91,74,0,1.7,CD,1719274707
